WKT,Stratum,#,Municipality,Barangay,Barangay,Longitude,Latitude
POINT (120.6810766 18.0341155),2661,1661,Marcos,Ferdinand,120.6810766,18.0341155,
POINT (120.6762955 18.0243533),2662,1662,Marcos,Ferdinand,120.6762955,18.0243533,
POINT (120.7322764 17.99248),2663,1663,Marcos,Imelda,120.7322764,17.99248,
POINT (120.7315508 17.9972208),2664,1664,Marcos,Imelda,120.7315508,17.9972208,
POINT (120.7372453 17.9913651),2665,1665,Marcos,Imelda,120.7372453,17.9913651,
POINT (120.73101047 17.99361733),2666,1666,Marcos,Imelda,120.7310105,17.99361733,
POINT (120.6900067 18.0523016),2667,1667,Marcos,Cacafean,120.6900067,18.0523016,
POINT (120.6864686 18.0532985),2668,1668,Marcos,Cacafean,120.6864686,18.0532985,
POINT (120.6558487 18.3950391),2669,1669,Pasuquin,Davila,120.6558487,18.3950391,
POINT (120.6563825 18.3950214),2670,1670,Pasuquin,Davila,120.6563825,18.3950214,
POINT (120.6532937 18.394127),2671,1671,Pasuquin,Davila,120.6532937,18.394127,
POINT (120.6558178 18.3943764),2672,1672,Pasuquin,Davila,120.6558178,18.3943764,
POINT (120.6538791 18.3938188),2673,1673,Pasuquin,Davila,120.6538791,18.3938188,
POINT (120.6539049 18.3941396),2674,1674,Pasuquin,Davila,120.6539049,18.3941396,
POINT (120.6531001 18.3947265),2675,1675,Pasuquin,Davila,120.6531001,18.3947265,
POINT (120.6551502 18.3942231),2676,1676,Pasuquin,Davila,120.6551502,18.3942231,
POINT (120.655459 18.394542),2677,1677,Pasuquin,Davila,120.655459,18.394542,
POINT (120.6546901 18.3937233),2678,1678,Pasuquin,Davila,120.6546901,18.3937233,
POINT (120.6552685 18.3950947),2679,1679,Pasuquin,Davila,120.6552685,18.3950947,
POINT (120.6554628 18.3933573),2680,1680,Pasuquin,Davila,120.6554628,18.3933573,
POINT (120.6536229 18.3940204),2681,1681,Pasuquin,Davila,120.6536229,18.3940204,
POINT (120.6547749 18.3942696),2682,1682,Pasuquin,Davila,120.6547749,18.3942696,
POINT (120.6534839 18.3943543),2683,1683,Pasuquin,Davila,120.6534839,18.3943543,
POINT (120.6543875 18.3939431),2684,1684,Pasuquin,Davila,120.6543875,18.3939431,
POINT (120.652921 18.3945712),2685,1685,Pasuquin,Davila,120.652921,18.3945712,
POINT (120.5882028 18.4317507),2686,1686,Pasuquin,Poblacion 2,120.5882028,18.4317507,
POINT (120.587549 18.4325334),2687,1687,Pasuquin,Poblacion 2,120.587549,18.4325334,
POINT (120.5862766 18.4345076),2688,1688,Pasuquin,Poblacion 2,120.5862766,18.4345076,
POINT (120.5869444 18.4334808),2689,1689,Pasuquin,Poblacion 2,120.5869444,18.4334808,
POINT (120.5894141 18.4305693),2690,1690,Pasuquin,Poblacion 2,120.5894141,18.4305693,
POINT (120.5849969 18.4368807),2691,1691,Pasuquin,Poblacion 2,120.5849969,18.4368807,
POINT (120.59068131 18.42844669),2692,1692,Pasuquin,Poblacion 2,120.5906813,18.42844669,
POINT (120.5853714 18.4356991),2693,1693,Pasuquin,Poblacion 2,120.5853714,18.4356991,
POINT (120.670166 18.3335853),2694,1694,Pasuquin,Naglicuan,120.670166,18.3335853,
POINT (120.6657914 18.3313218),2695,1695,Pasuquin,Naglicuan,120.6657914,18.3313218,
POINT (120.6649015 18.337297),2696,1696,Pasuquin,Naglicuan,120.6649015,18.337297,
POINT (120.6649197 18.3310452),2697,1697,Pasuquin,Naglicuan,120.6649197,18.3310452,
POINT (120.6628898 18.3323451),2698,1698,Pasuquin,Naglicuan,120.6628898,18.3323451,
POINT (120.6638899 18.337185),2699,1699,Pasuquin,Naglicuan,120.6638899,18.337185,
POINT (120.6635268 18.3345646),2700,1700,Pasuquin,Naglicuan,120.6635268,18.3345646,
POINT (120.6677028 18.3347622),2701,1701,Pasuquin,Naglicuan,120.6677028,18.3347622,
POINT (120.6919035 18.3584036),2702,1702,Pasuquin,San Juan,120.6919035,18.3584036,
POINT (120.6913056 18.3593529),2703,1703,Pasuquin,San Juan,120.6913056,18.3593529,
POINT (120.692364 18.3572791),2704,1704,Pasuquin,San Juan,120.692364,18.3572791,
POINT (120.6907771 18.358628),2705,1705,Pasuquin,San Juan,120.6907771,18.358628,
POINT (120.6915577 18.3574581),2706,1706,Pasuquin,San Juan,120.6915577,18.3574581,
POINT (120.6916652 18.3600151),2707,1707,Pasuquin,San Juan,120.6916652,18.3600151,
POINT (120.6907106 18.3582716),2708,1708,Pasuquin,San Juan,120.6907106,18.3582716,
POINT (120.5761817 18.472231),2709,1709,Pasuquin,Poblacion 4,120.5761817,18.472231,
POINT (120.5699739 18.485283),2710,1710,Pasuquin,Poblacion 4,120.5699739,18.485283,
POINT (120.5774321 18.4698767),2711,1711,Pasuquin,Poblacion 4,120.5774321,18.4698767,
POINT (120.56920032 18.48403208),2712,1712,Pasuquin,Poblacion 4,120.5692003,18.48403208,
POINT (120.5739611 18.4696615),2713,1713,Pasuquin,Poblacion 4,120.5739611,18.4696615,
POINT (120.5779045 18.4680396),2714,1714,Pasuquin,Poblacion 4,120.5779045,18.4680396,
POINT (120.5988785 18.3837888),2715,1715,Pasuquin,Caruan,120.5988785,18.3837888,
POINT (120.5971076 18.3971052),2716,1716,Pasuquin,Caruan,120.5971076,18.3971052,
POINT (120.5973416 18.4043839),2717,1717,Pasuquin,Caruan,120.5973416,18.4043839,
POINT (120.5954987 18.4120933),2718,1718,Pasuquin,Caruan,120.5954987,18.4120933,
POINT (120.5984523 18.3869426),2719,1719,Pasuquin,Caruan,120.5984523,18.3869426,
POINT (120.5980821 18.38907315),2720,1720,Pasuquin,Caruan,120.5980821,18.38907315,
POINT (120.6654816 18.3074784),2721,1721,Pasuquin,Nagsanga,120.6654816,18.3074784,
POINT (120.6645419 18.3082624),2722,1722,Pasuquin,Nagsanga,120.6645419,18.3082624,
POINT (120.663571 18.3071604),2723,1723,Pasuquin,Nagsanga,120.663571,18.3071604,
POINT (120.6662605 18.307301),2724,1724,Pasuquin,Nagsanga,120.6662605,18.307301,
POINT (120.6633723 18.3087999),2725,1725,Pasuquin,Nagsanga,120.6633723,18.3087999,
POINT (120.665587 18.3077821),2726,1726,Pasuquin,Nagsanga,120.665587,18.3077821,
POINT (120.632112 18.3487124),2727,1727,Pasuquin,Susugaen,120.632112,18.3487124,
POINT (120.6351424 18.3475796),2728,1728,Pasuquin,Susugaen,120.6351424,18.3475796,
POINT (120.6281402 18.3479931),2729,1729,Pasuquin,Susugaen,120.6281402,18.3479931,
POINT (120.62888164 18.34757526),2730,1730,Pasuquin,Susugaen,120.6288816,18.34757526,
POINT (120.6274523 18.348439),2731,1731,Pasuquin,Susugaen,120.6274523,18.348439,
POINT (120.6276982 18.3503548),2732,1732,Pasuquin,Susugaen,120.6276982,18.3503548,
POINT (120.679703 18.3239293),2733,1733,Pasuquin,Estancia,120.679703,18.3239293,
POINT (120.681301 18.3230018),2734,1734,Pasuquin,Estancia,120.681301,18.3230018,
POINT (120.6806182 18.323236),2735,1735,Pasuquin,Estancia,120.6806182,18.323236,
POINT (120.6797824 18.3235103),2736,1736,Pasuquin,Estancia,120.6797824,18.3235103,
POINT (120.6806773 18.322615),2737,1737,Pasuquin,Estancia,120.6806773,18.322615,
POINT (120.6845176 18.3373298),2738,1738,Pasuquin,Poblacion 1,120.6845176,18.3373298,
POINT (120.6840383 18.3335237),2739,1739,Pasuquin,Poblacion 1,120.6840383,18.3335237,
POINT (120.6844589 18.3350882),2740,1740,Pasuquin,Poblacion 1,120.6844589,18.3350882,
POINT (120.6851704 18.3333644),2741,1741,Pasuquin,Poblacion 1,120.6851704,18.3333644,
POINT (120.6794268 18.3337),2742,1742,Pasuquin,Poblacion 1,120.6794268,18.3337,
POINT (120.6053592 18.383254),2743,1743,Pasuquin,Binsang,120.6053592,18.383254,
POINT (120.6050327 18.3838954),2744,1744,Pasuquin,Binsang,120.6050327,18.3838954,
POINT (120.6064684 18.3827953),2745,1745,Pasuquin,Binsang,120.6064684,18.3827953,
POINT (120.6056866 18.3828149),2746,1746,Pasuquin,Binsang,120.6056866,18.3828149,
POINT (120.6036304 18.3162013),2747,1747,Pasuquin,Poblacion 3,120.6036304,18.3162013,
POINT (120.6046895 18.3187053),2748,1748,Pasuquin,Poblacion 3,120.6046895,18.3187053,
POINT (120.6043669 18.3176881),2749,1749,Pasuquin,Poblacion 3,120.6043669,18.3176881,
POINT (120.6030194 18.3146028),2750,1750,Pasuquin,Poblacion 3,120.6030194,18.3146028,
POINT (120.62308068 18.35969663),2751,1751,Pasuquin,Sulbec,120.6230807,18.35969663,
POINT (120.62566672 18.35557265),2752,1752,Pasuquin,Sulbec,120.6256667,18.35557265,
POINT (120.621451 18.35633365),2753,1753,Pasuquin,Sulbec,120.621451,18.35633365,
POINT (120.623331 18.36413719),2754,1754,Pasuquin,Sulbec,120.623331,18.36413719,
POINT (120.6433597 18.3126261),2755,1755,Pasuquin,Puyupuyan,120.6433597,18.3126261,
POINT (120.6425319 18.3132378),2756,1756,Pasuquin,Puyupuyan,120.6425319,18.3132378,
POINT (120.6443595 18.3118915),2757,1757,Pasuquin,Puyupuyan,120.6443595,18.3118915,
POINT (120.6434916 18.3129165),2758,1758,Pasuquin,Puyupuyan,120.6434916,18.3129165,
POINT (120.5936152 18.2981686),2759,1759,Pasuquin,Santa Catalina,120.5936152,18.2981686,
POINT (120.5984968 18.2957597),2760,1760,Pasuquin,Santa Catalina,120.5984968,18.2957597,
POINT (120.5921456 18.2986658),2761,1761,Pasuquin,Santa Catalina,120.5921456,18.2986658,
POINT (120.5955063 18.2965088),2762,1762,Pasuquin,Santa Catalina,120.5955063,18.2965088,
POINT (120.6041823 18.3663295),2763,1763,Pasuquin,Carusikis,120.6041823,18.3663295,
POINT (120.6047259 18.3617676),2764,1764,Pasuquin,Carusikis,120.6047259,18.3617676,
POINT (120.6045701 18.3659115),2765,1765,Pasuquin,Carusikis,120.6045701,18.3659115,
POINT (120.6042731 18.3638751),2766,1766,Pasuquin,Carusikis,120.6042731,18.3638751,
POINT (120.6193697 18.3021161),2767,1767,Pasuquin,Ngabangab,120.6193697,18.3021161,
POINT (120.6208331 18.3011122),2768,1768,Pasuquin,Ngabangab,120.6208331,18.3011122,
POINT (120.6185974 18.3025994),2769,1769,Pasuquin,Ngabangab,120.6185974,18.3025994,
POINT (120.6426201 18.323955),2770,1770,Pasuquin,Salpad,120.6426201,18.323955,
POINT (120.6428153 18.3252853),2771,1771,Pasuquin,Salpad,120.6428153,18.3252853,
POINT (120.6425162 18.3216505),2772,1772,Pasuquin,Salpad,120.6425162,18.3216505,
POINT (120.6216336 18.3153376),2773,1773,Pasuquin,Dilavo,120.6216336,18.3153376,
POINT (120.6223662 18.3137698),2774,1774,Pasuquin,Dilavo,120.6223662,18.3137698,
POINT (120.621826 18.3147409),2775,1775,Pasuquin,Dilavo,120.621826,18.3147409,
POINT (120.6152308 18.3282761),2776,1776,Pasuquin,Pragata,120.6152308,18.3282761,
POINT (120.6185827 18.3305866),2777,1777,Pasuquin,Pragata,120.6185827,18.3305866,
POINT (120.6171654 18.3301459),2778,1778,Pasuquin,Pragata,120.6171654,18.3301459,
POINT (120.6060336 18.3338848),2779,1779,Pasuquin,Nalvo,120.6060336,18.3338848,
POINT (120.6065337 18.3345546),2780,1780,Pasuquin,Nalvo,120.6065337,18.3345546,
POINT (120.6063443 18.3355417),2781,1781,Pasuquin,Nalvo,120.6063443,18.3355417,
POINT (120.6485994 18.2970989),2782,1782,Pasuquin,Sulongan,120.6485994,18.2970989,
POINT (120.6491776 18.297821),2783,1783,Pasuquin,Sulongan,120.6491776,18.297821,
POINT (120.6252013 18.307393),2784,1784,Pasuquin,Carusipan,120.6252013,18.307393,
POINT (120.6255546 18.3068393),2785,1785,Pasuquin,Carusipan,120.6255546,18.3068393,
POINT (120.6058061 18.3464688),2786,1786,Pasuquin,Batuli,120.6058061,18.3464688,
POINT (120.6054773 18.3448653),2787,1787,Pasuquin,Batuli,120.6054773,18.3448653,
POINT (120.6140321 18.3493139),2788,1788,Pasuquin,Dilanis,120.6140321,18.3493139,
POINT (120.612921 18.3501595),2789,1789,Pasuquin,Dilanis,120.612921,18.3501595,
POINT (120.6108567 18.2993401),2790,1790,Pasuquin,Santa Matilde,120.6108567,18.2993401,
POINT (120.6120102 18.3017389),2791,1791,Pasuquin,Santa Matilde,120.6120102,18.3017389,
POINT (120.6030539 18.3737801),2792,1792,Pasuquin,Pangil,120.6030539,18.3737801,
POINT (120.6040946 18.3705523),2793,1793,Pasuquin,Pangil,120.6040946,18.3705523,
POINT (120.6124317 18.3233736),2794,1794,Pasuquin,Tadao,120.6124317,18.3233736,
POINT (120.612947 18.3246446),2795,1795,Pasuquin,Tadao,120.612947,18.3246446,
POINT (120.6053434 18.3572135),2796,1796,Pasuquin,Surong,120.6053434,18.3572135,
POINT (120.6104386 18.3048097),2797,1797,Pasuquin,Dadaeman,120.6104386,18.3048097,
POINT (120.6119515 18.339324),2798,1798,Pasuquin,Darupidip,120.6119515,18.339324,
POINT (120.6154899 18.3301997),2799,1799,Pasuquin,Tabungao,120.6154899,18.3301997,
POINT (120.61714527 18.33417157),2800,1800,Pasuquin,Sapat,120.6171453,18.33417157,
